Current per trade price
30135.0
30120.01
30134.99
30137.88
30125.0
30132.61
30137.87
30137.88
30137.88
30137.88
30149.99
30147.73
30156.34
30150.01
30156.34
30157.86
30159.34
30160.0
30158.97
30179.32
30179.31
30165.01
30179.35
30179.35
30179.33
30171.25
30180.0
30160.01
30165.01
30165.03
30169.99
30174.99
30165.02
30169.99
30164.99
30154.99
30146.48
30146.48
30139.99
30139.99
30139.99
30140.21
30149.83
30154.99
30154.99
30149.99
30149.99
30149.99
30153.65
30153.65
30156.95
30164.3
30161.97
30168.26
30161.98
30179.97
30178.0
30148.0
30169.98
30160.83
30183.48
30190.0
30182.15
30174.95
30174.95
30156.8
30156.8
30160.01
30160.01
30159.99
30180.0
30160.01
30144.99
30139.57
30134.97
30120.01
30125.01
30119.51
30119.99
30119.99
30114.99
30114.99
30114.99
30120.0
30116.5
30110.03
30130.0
30125.0
30134.45
30135.18
30168.25
30140.99
30141.03
30154.98
30160.0
30160.0
30135.0
30120.04
30115.0
30140.0
30120.23
30115.0
30129.99
30095.09
30109.97
30114.92
30095.1
30089.53
30095.0
30109.96
30103.1
30103.04
30095.19
30085.0
30185.02
30285.0
30304.99
30267.71
30308.28
30270.0
30279.99
30288.11
30270.01
30267.71
30267.71
30168.26
30095.24
30135.17
30150.01
30195.0
30168.26
30202.5
30183.39
30209.48
30209.48
30204.96
30232.09
30203.62
30229.99
30216.01
30199.99
30195.0
30195.0
30205.0
30165.0
30149.52
30130.69
30129.99
30135.05
30155.0
30135.01
30140.0
30139.99
30154.02
30192.72
30230.29
30247.13
30230.03
30230.01
30228.82
30201.37
30210.03
30200.04
30205.01
30234.47
30215.0
30215.0
30235.0
30235.0
30225.01
30260.0
30267.71
30273.8
30250.07
30235.01
30245.29
30275.69
30279.89
30279.95
30265.01
30254.99
30240.1
30273.9
30255.01
30260.05
30289.99
30250.03
30289.99
30289.96
30275.03
30318.0
30318.0
30285.01
30280.76
30315.01
30331.12
30348.22
30330.0
30332.14
30347.17
30379.98
30379.68
30380.0
30365.0
30380.0
30380.0
30375.63
30364.79
30355.03
30376.64
30365.01
30351.17
30362.37
30335.01
30349.29
30326.25
30329.99
30325.0
30299.93
30284.93
30265.0
30279.99
30295.04
30280.0
30285.01
30309.27
30280.0
30270.01
30285.0
30310.0
30310.02
30343.69
30300.93
30290.01
30305.01
30305.03
30316.19
30291.72
30290.01
30291.57
30320.0
30310.0
30317.54
30325.01
30345.01
30365.97
30363.53
30350.0
30365.03
30360.01
30355.01
30353.02
30367.35
30360.01
30365.0
30360.01
30365.01
30370.0
30370.0
30375.0
30385.0
30370.03
30360.02
30370.01
30375.0
30396.22
30385.0
30385.0
30380.0
30373.93
30355.0
30345.05
30355.0
30345.0
30349.38
30344.99
30344.99
30355.04
30335.01
