Quantity,Price,Side
0.0001,30262.93,BUY,1688751803238
0.0001,30260.01,SELL,1688751863723
0.0001,30235.3,BUY,1688751864105
0.00011,30269.989999999998,BUY,1688751924657
0.00011,30303.18,SELL,1688751924896
0.0001,30258.639999999996,SELL,1688751985068
0.0001,30212.93,BUY,1688751985430
0.0001,30250.55,SELL,1688752045941
0.0001,30255.99,BUY,1688752046175
0.0001,30249.769999999997,SELL,1688752106664
0.0001,30218.29,BUY,1688752107047
0.00011,30224.999999999996,BUY,1688752167148
0.00011,30360.46,SELL,1688752167530
0.0001,30235.029999999995,SELL,1688752228007
0.0001,30181.05,BUY,1688752228509
0.0001,30245.03,SELL,1688752288965
0.0001,30215.22,BUY,1688752289263
0.0001,30250.03,SELL,1688752349744
0.0001,30201.1,BUY,1688752350105
0.0001,30255.010000000002,SELL,1688752410632
0.0001,30250.03,SELL,1688752471615
0.0001,30210.14,BUY,1688752471978
0.00011,30240.0,BUY,1688752532815
0.00011,30265.17,SELL,1688752533181
0.00011,30259.989999999998,BUY,1688752593526
0.00011,30276.03,SELL,1688752593891
0.00011,30229.96,BUY,1688752654304
0.00011,30275.49,SELL,1688752654665
0.0001,30225.01,SELL,1688752714857
0.0001,30229.12,BUY,1688752715094
0.0001,30249.76,BUY,1688752775478
0.0001,30262.53,SELL,1688752775850
0.0001,30240.03,SELL,1688752835930
0.0001,30211.41,BUY,1688752836293
0.0001,30245.03,SELL,1688752896506
0.0001,30225.63,BUY,1688752896864
0.0001,30245.02,SELL,1688752957482
0.0001,30253.26,BUY,1688752957719
0.0001,30245.01,SELL,1688753018232
0.0001,30231.38,BUY,1688753018591
0.0001,30235.01,SELL,1688753079216
0.0001,30225.01,SELL,1688753139976
0.0001,30187.04,BUY,1688753140333
0.0001,30240.01,SELL,1688753200668
0.0001,30157.02,BUY,1688753201031
0.0001,30225.0,SELL,1688753261416
0.0001,30177.96,BUY,1688753261782
0.0001,30225.019999999997,SELL,1688753322273
0.0001,30160.04,BUY,1688753322644
0.0001,30235.02,SELL,1688753383046
0.0001,30193.96,BUY,1688753383406
0.0001,30220.01,SELL,1688753443887
0.0001,30228.28,BUY,1688753444122
0.0001,30229.97,BUY,1688753504755
0.0001,30234.52,SELL,1688753505113
0.0001,30235.01,SELL,1688753565697
0.0001,30249.99,BUY,1688753626706
0.0001,30257.29,SELL,1688753627199
0.0001,30234.339999999997,SELL,1688753687772
0.0001,30204.76,BUY,1688753688281
0.0001,30218.79,SELL,1688753748912
0.0001,30221.17,BUY,1688753749308
0.0001,30215.010000000002,SELL,1688753809947
0.0001,30181.06,BUY,1688753810315
0.0001,30219.969999999998,BUY,1688753870949
0.0001,30238.2,SELL,1688753871195
0.0001,30215.010000000002,SELL,1688753931911
0.0001,30209.68,BUY,1688753932402
0.0001,30234.98,BUY,1688753993046
0.0001,30291.89,SELL,1688753993410
0.0001,30234.969999999998,BUY,1688754053765
0.0001,30247.04,SELL,1688754054259
0.0001,30244.69,BUY,1688754114553
0.0001,30256.01,SELL,1688754115053
0.0001,30245.0,BUY,1688754175270
0.0001,30265.44,SELL,1688754175763
0.0001,30244.989999999998,BUY,1688754236160
0.0001,30227.09,SELL,1688754236396
0.0001,30239.989999999998,BUY,1688754296681
0.0001,30255.34,SELL,1688754297042
0.0001,30220.01,SELL,1688754357484
0.0001,30227.63,BUY,1688754357846
0.0001,30220.01,SELL,1688754418302
0.0001,30209.2,BUY,1688754418665
0.0001,30215.010000000002,SELL,1688754479228
0.0001,30223.51,BUY,1688754479581
0.0001,30214.97,BUY,1688754540237
0.0001,30252.45,SELL,1688754540735
0.0001,30204.989999999998,BUY,1688754601224
0.0001,30263.12,SELL,1688754601588
0.0001,30210.03,SELL,1688754662266
0.0001,30200.99,BUY,1688754662648
0.0001,30209.969999999998,BUY,1688754723131
0.0001,30251.39,SELL,1688754723495
0.0001,30175.07,SELL,1688754783929
0.0001,30180.01,SELL,1688754845225
0.0001,30170.01,SELL,1688754906153
0.0001,30184.78,SELL,1688754966883
0.0001,30152.95,BUY,1688754967243
0.0001,30199.989999999998,BUY,1688755027564
0.0001,30218.04,SELL,1688755028070
0.0001,30169.25,SELL,1688755088524
0.0001,30161.08,BUY,1688755088892
0.0001,30169.150999999998,SELL,1688755149234
0.0001,30150.7,BUY,1688755149604
0.0001,30145.01,SELL,1688755209881
0.0001,30175.0,BUY,1688755270581
0.0001,30221.33,SELL,1688755270945
0.0001,30165.03,SELL,1688755331403
0.0001,30160.019999999997,SELL,1688755391848
0.0001,30164.989999999998,BUY,1688755452609
0.0001,30155.379999999997,SELL,1688755513321
0.0001,30190.429999999997,BUY,1688755573785
0.0001,30199.71,SELL,1688755574142
0.0001,30185.03,SELL,1688755634520
0.0001,30152.9,BUY,1688755634891
