Profit per trade actual
533.7271748733
530.49925793
527.2016611004
523.81211683
520.5410829313
517.2564206070999
513.9413129004
510.6261461004
507.3109793004
504.0660423867
504.3387355233
504.7059925322
501.6537837733
498.6767885322
495.67440551379997
495.3812659222
495.68664518
517.4014072701
514.4994546356
517.2163215423
514.1213281233
511.1812963155
507.8615689155
504.5417340289
501.17902754249997
500.01774767999996
497.79881537330004
503.85765402330003
500.8421524099
497.54923338670005
497.57554133670004
494.5049986166
491.21218678670004
493.90340323670006
490.83281093670007
491.0868913384
488.0732633384
485.0234438867
485.0227958867
482.0087968867
478.9960121393
485.0800580939
482.0955632367
479.0810637367
476.0364680867
473.0209690867
470.0059700867
467.0136538345
463.99815383450004
461.0015296235
458.027871699
461.0314676601
458.05338924579996
455.0012738534
452.0861806001
461.12677152
460.96349462
461.0818094934
458.01430862390004
455.12182344840005
467.53149408
504.6173679395
509.1044492635
535.6567013635
535.5388635239999
532.2201646240001
529.2263950733
526.2109500733
523.1954218866999
520.27227243
516.8638441733
513.7625960367
519.4529185681
525.4501176501001
528.3624920733
525.3848547233
522.27567118
519.3271998867001
516.3154958867001
513.2710772367
516.2815762367
527.4222705367
524.44842448
521.417833825
518.3632920599
515.48671478
515.45663013
512.5044282985
511.00260320940004
509.70351965249995
515.5626019167
518.5809190898999
518.6668247434
515.68235198
515.68138198
512.50840173
509.3989629532
506.35381613
506.51224138
503.3742520259
500.33620613000005
497.41483528670005
494.18617766970004
500.30068910010004
500.3321757836
497.1973424629999
494.210829118
494.19185253
497.2998323068
494.247793103
491.2380663432
488.18588960269994
485.11935723
485.91619678000006
589.23419043
639.3558105367
636.1302659076
631.8141240324
631.59744378
628.6379432867
625.6548404463
622.5307395733
617.9741171143
614.9511921143
611.4146037457999
621.5435305692
692.5820869161
688.4893197733
688.8162239733
689.8518722458
690.130746105
685.7498180087
682.9394838284
678.7107894284
674.4454408568
674.4457011501
670.2069439546001
666.1846025867001
666.0701211533
661.5714281580999
657.74240563
653.81705563
650.87876393
647.55204073
647.4915916235
650.3107980177
650.3123864867
646.4345808964999
647.49414083
643.4206848233
639.5392597800001
636.5303760867
632.7170750866001
629.0536468205
641.1454414857001
642.1732028029
642.3480867599001
639.4766526408
