Current per trade price
30635.18
30634.99
30634.99
30627.99
30627.99
30627.99
30604.99
30600.0
30584.99
30584.99
30584.99
30580.0
30586.89
30586.89
30580.0
30546.91
30556.08
30545.0
30545.0
30542.72
30546.11
30551.11
30535.28
30525.01
30501.04
30450.01
30446.5
30394.98
30405.07
30359.99
30349.68
30222.92
30279.99
30221.03
30214.97
30200.01
30214.99
30195.0
30147.22
30101.88
30100.0
30110.0
30110.0
30085.21
30079.97
30076.83
30000.0
29999.99
30025.0
30180.03
30180.0
30214.99
30190.0
30190.0
30210.0
30252.09
30239.98
30152.71
30187.85
30180.0
30187.85
30195.0
30190.89
30196.89
30250.0
30259.99
30270.5
30240.0
30235.0
30252.34
30267.71
30271.56
30224.22
30244.99
30258.74
30270.01
30286.3
30285.03
30357.76
30380.62
30375.01
30345.0
30354.96
30380.0
30391.35
30420.0
30400.0
30394.27
30410.0
30449.97
30425.01
30400.82
30390.0
30434.19
30419.99
30427.66
30428.36
30461.85
30450.0
30445.02
30439.97
30445.0
30394.51
30379.96
30399.99
30425.58
30414.98
30393.5
30409.99
30409.16
30400.0
30367.49
30365.0
30316.74
30349.99
30358.49
30360.07
30345.0
30345.0
30360.0
30267.71
30265.0
30184.09
30195.33
30200.0
30249.76
30275.0
30310.78
30325.68
30316.63
30315.03
30339.96
30357.24
30331.0
30314.99
30275.66
30270.37
30264.99
30264.99
30289.45
30275.05
30262.08
30260.35
30265.0
30270.0
30250.05
30269.99
30270.0
30255.01
30242.6
30240.79
30250.0
30224.98
30245.0
30267.71
30274.98
30261.06
30265.0
30257.61
30250.01
30254.99
30239.99
30260.0
30267.71
30250.01
30260.03
30263.26
30269.99
30260.01
30270.0
30318.0
30325.1
30320.01
30324.99
30320.0
30320.0
30319.83
30280.0
30265.0
30262.91
30290.0
30270.0
30278.15
30275.21
30300.93
30300.0
30293.02
30289.97
30274.97
30259.99
30254.96
30218.79
30259.99
30239.71
30254.97
30259.9
30259.96
30264.98
30270.4
30279.92
30330.0
30340.0
30345.0
30334.97
30330.0
30304.99
30275.03
30273.84
30288.83
30319.99
30285.01
30315.0
30309.81
30295.01
30309.99
30282.05
30299.99
30310.0
30325.0
30305.0
30299.78
30297.18
30300.01
30307.02
30295.0
30274.97
30284.99
30273.75
30279.97
30265.18
30270.02
30279.97
30285.0
30300.93
30301.95
30309.78
30290.01
30295.0
30340.0
30324.99
30300.0
30280.76
30270.0
30285.01
30290.71
30309.99
30299.75
30320.0
30335.03
30347.5
30311.79
30284.99
30279.99
30279.94
30297.0
30314.99
30305.0
30325.88
30305.01
30295.0
30295.0
30286.26
30299.99
30295.0
30299.99
30276.55
30275.0
30289.99
30292.15
30269.99
30265.0
30260.02
30279.99
30255.0
30268.65
30255.03
30247.59
30246.8
30274.99
30260.82
30261.67
30283.69
30275.0
30265.63
30300.93
30310.0
30305.0
30295.07
30309.9
30305.03
30315.18
30284.99
30274.87
30269.68
30300.0
30300.96
30313.77
30300.04
30333.33
30339.99
30320.11
30314.94
30305.0
30284.88
30195.0
30197.98
30235.02
30250.01
30245.0
30260.0
30250.03
30250.0
30239.99
30244.99
30240.5
30254.99
30240.01
30184.0
30190.07
30190.42
30190.78
30206.89
30214.99
30224.99
30225.0
30227.7
30229.99
30229.87
30229.67
30224.8
30214.97
30190.0
30175.03
30175.05
30205.01
30218.76
30224.99
30225.0
30225.2
30229.99
30224.97
30219.98
30225.53
30229.99
30224.67
30224.54
30244.96
30249.76
30230.47
30240.05
30260.0
30250.03
30250.03
30255.0
30255.0
30255.0
30250.0
30198.24
30180.11
30189.97
30173.85
30189.99
30140.0
30125.01
30144.99
30136.49
30156.95
30179.0
30165.0
30115.03
30080.01
30054.99
30078.68
30083.05
30095.24
30000.0
29964.99
29869.99
29998.87
29943.17
29949.99
29964.94
29970.33
29959.89
29970.33
29965.01
29965.01
29984.1
29994.99
29984.99
30015.87
29977.63
29982.15
29991.33
29985.03
29970.03
29979.33
29946.38
29904.94
29900.01
29890.01
29873.56
29815.0
29833.31
29833.18
