Current per trade price
29870.0
29980.01
30020.01
30019.99
30005.01
30009.99
30005.01
30020.01
30000.01
29995.0
29976.25
29995.01
29950.0
29929.99
29935.01
29915.0
29930.0
30043.0
30038.61
30020.01
30040.0
30030.01
30044.99
30044.99
30050.0
30048.7
30048.7
30064.43
30065.0
30054.99
30048.9
30066.55
30066.55
30045.0
30045.0
30059.99
30059.99
30055.0
30054.99
30050.01
30033.65
30044.99
30034.98
29998.99
29992.97
29999.0
30100.0
30094.99
30093.47
30080.01
30099.05
30090.01
30099.99
30084.98
30079.99
30097.97
30100.0
30100.01
30103.51
30105.0
30105.0
30115.09
30094.49
30095.0
30085.0
30075.04
30095.0
30085.01
30085.0
30085.04
30070.0
30094.87
30090.01
30090.03
30085.25
30085.0
30085.0
30099.99
30100.02
30090.02
30100.01
30100.02
30100.03
30096.75
30100.12
30100.09
30142.84
30125.01
30110.6
30105.0
30102.14
30112.01
30112.01
30120.01
30120.0
30105.92
30124.83
30101.36
30124.12
30101.59
30100.03
30100.04
30114.99
30100.01
30105.33
30124.99
30105.33
30119.99
30119.99
30129.99
30124.96
30110.01
30124.97
30110.01
30120.03
30125.01
30130.01
30156.95
30154.99
30159.95
30135.01
30135.0
30140.01
30149.98
30144.98
30134.92
30134.98
30115.01
30120.0
30120.0
30134.99
30120.0
30115.0
30130.03
30144.99
30134.99
30143.36
30135.0
30143.35
30115.0
30130.02
30113.99
30129.89
30129.99
30120.01
30124.0
30149.99
30149.99
30140.0
30159.97
30164.0
30159.99
30148.94
30144.99
30139.99
30120.0
30110.32
30112.99
30134.87
30129.99
30115.14
30120.13
30110.32
30120.14
30115.22
30110.32
30117.64
30120.15
30120.51
30129.98
30105.33
30124.99
30100.01
30100.01
30100.01
30100.01
30119.86
30119.95
30109.41
30100.02
30100.01
30110.0
30100.01
30100.01
30100.01
30100.01
30100.01
30100.01
30100.01
30100.01
30119.73
30130.0
30145.01
30190.15
30190.01
30190.01
30265.01
30250.0
30240.02
30244.97
30239.99
30213.32
