Current per trade price
30229.99
30205.69
30219.83
30206.28
30215.35
30229.89
30229.88
30220.03
30215.01
30219.98
30215.0
30206.85
30206.84
30206.84
30205.69
30206.85
30215.87
30205.69
30219.94
30205.69
30187.85
30144.98
30150.01
30156.49
30133.77
30129.9
30134.84
30142.75
30144.18
30140.05
30140.01
30149.82
30139.99
30144.99
30144.99
30114.92
30115.01
30118.4
30114.99
30102.14
