Executed per trade price
30130.43
30150.25
30150.25
30151.06
30151.07
30151.06
30151.07
30156.21
30161.31
30161.32
30161.32
30161.32
30171.3
30169.98
30169.98
30171.33
30174.82
30169.97
30160.0
30169.99
30155.02
30171.44
30171.44
30155.02
30155.03
30171.44
30171.44
30171.44
30172.76
30155.28
30159.46
30160.05
30176.69
30177.4
30181.45
30181.6
30181.81
30194.99
30214.9
30202.02
30224.97
30202.16
30227.21
30219.99
30227.21
30205.09
30212.12
30232.33
