Profit per tradepredicted
0.002371873745049726
0.00030790800147629193
0.0013507768819027834
0.0032942733932796544
0.0017345903830377392
0.0007553259894389286
0.0009391694215776924
0.0009259580518802651
0.00035019179182218163
0.0011989292082187624
0.0012428534933808999
0.0011375095081931964
0.0012605205494077127
0.0014165745622521137
5.680467732304849e-05
0.004573369986668267
3.751097683274812e-05
9.00516264518943e-05
0.0002980830067867753
0.00022214971785403171
0.0002181061966541366
0.0010049588332707484
0.0002974869800085512
0.0004170223913367421
0.00014744336318982376
0.001537350460353443
0.00047765892238129965
0.0004856847798580416
0.002661871399635687
0.0008594272591836913
0.0007564709754359
0.0003918749506959711
0.0017565020186219207
0.0003799206806372091
0.0008028892225093328
0.00045757043254994554
0.0018565036803806683
0.0013092625125302702
0.0009982049650327832
0.0010659516947807855
0.0005688046739924535
0.0025468135668280127
0.0026880162575916616
0.0006796745161987738
0.00041668973972059937
0.0012607302531984221
0.0010813810960275546
0.002009485283939822
