Current per trade price
30130.43
30150.25
30135.44
30135.41
30151.06
30151.06
30151.07
30151.06
30161.32
30161.32
30160.0
30161.32
30169.6
30160.01
30169.98
30171.32
30171.32
30160.0
30160.01
30160.0
30169.23
30155.02
30165.88
30171.44
30171.44
30171.44
30171.44
30171.44
30172.76
30172.76
30155.28
30174.98
30160.05
30177.41
30181.27
30181.6
30197.73
30194.99
30195.0
30222.53
30224.97
30202.42
30225.0
30220.0
30210.0
30210.0
30230.0
30232.33
