Quantity,Price,Side,Time
0.0001,30265.96,BUY,1688809116330
0.0001,30276.93,SELL,1688809116853
0.0001,30269.149999999998,BUY,1688809177638
0.0001,30298.93,SELL,1688809178029
0.0001,30249.53,SELL,1688809238840
0.0001,30264.989999999998,BUY,1688809300009
0.0001,30257.8,BUY,1688809361156
0.0001,30269.65,SELL,1688809361665
0.0001,30254.949999999997,BUY,1688809422283
0.0001,30264.85,SELL,1688809422666
0.0001,30235.814,SELL,1688809483533
0.0001,30216.06,BUY,1688809483777
0.0001,30251.579999999998,BUY,1688809544495
0.0001,30271.1,SELL,1688809544863
0.0001,30234.95,SELL,1688809605439
0.0001,30234.95,SELL,1688809666320
0.0001,30233.34,BUY,1688809666832
0.0001,30254.96,BUY,1688809727579
0.0001,30243.55,SELL,1688809728094
0.0001,30251.579999999998,BUY,1688809788490
0.0001,30273.21,SELL,1688809788746
0.0001,30234.53,SELL,1688810151335
0.0001,30244.19,BUY,1688810151764
0.0001,30240.57,SELL,1688810816502
0.0001,30256.04,BUY,1688810816956
0.0001,30259.909999999996,BUY,1688810877731
0.0001,30268.99,SELL,1688810878120
0.0001,30259.68,BUY,1688811241223
0.0001,30274.76,SELL,1688811241659
0.0001,30244.949999999997,BUY,1688813114741
0.0001,30251.1,SELL,1688813115169
0.0001,30234.99,BUY,1688814988485
0.0001,30275.18,SELL,1688814988917
0.0001,30229.97,BUY,1688815049701
0.0001,30231.58,SELL,1688815050091
0.0001,30204.11,BUY,1688815412803
0.0001,30297.25,SELL,1688815413120
0.0001,30181.619999999995,SELL,1688815473775
0.0001,30161.13,BUY,1688815474015
0.0001,30202.429999999997,BUY,1688815534773
0.0001,30256.76,SELL,1688815535029
0.0001,30209.999999999996,BUY,1688815595923
0.0001,30251.91,SELL,1688815596424
0.0001,30209.94,BUY,1688815657406
0.0001,30294.92,SELL,1688815657777
0.0001,30211.96,BUY,1688815718566
0.0001,30263.69,SELL,1688815718938
0.0001,30212.6,BUY,1688815779827
0.0001,30311.55,SELL,1688815780199
0.0001,30189.989999999998,BUY,1688818558961
0.0001,30188.57,SELL,1688818559262
0.0001,30188.579999999998,SELL,1688818619796
0.0001,30172.5,BUY,1688818620050
0.0001,30250.01,SELL,1688824422453
0.0001,30185.63,BUY,1688824422752
0.0001,30249.999999999996,SELL,1688824483664
0.0001,30245.6,BUY,1688824484045
0.0001,30214.989999999998,BUY,1688825388291
0.0001,30244.93,SELL,1688825388720
0.0001,30184.999999999996,SELL,1688829075095
0.0001,30137.82,BUY,1688829075658
0.0001,30194.99,BUY,1688829136373
0.0001,30248.35,SELL,1688829136739
0.0001,30194.99,BUY,1688829197326
0.0001,30211.89,SELL,1688829197689
0.0001,30185.019999999997,SELL,1688829258544
0.0001,30170.84,BUY,1688829258783
0.0001,30185.03,SELL,1688829319605
0.0001,30146.3,BUY,1688829320102
0.0001,30215.619999999995,BUY,1688829682797
0.0001,30298.3,SELL,1688829683358
0.0001,30225.35,SELL,1688832462257
0.0001,30188.75,BUY,1688832462690
0.0001,30225.35,SELL,1688832523323
0.0001,30150.71,BUY,1688832523563
0.0001,30265.399999999998,SELL,1688834396685
0.0001,30251.9,BUY,1688834397136
0.0001,30270.0,SELL,1688834457911
0.0001,30227.66,BUY,1688834458263
0.0001,30275.079999999998,SELL,1688834518789
0.0001,30233.15,BUY,1688834519296
0.0001,30297.25,SELL,1688834580083
0.0001,30299.94,BUY,1688834641055
0.0001,30340.56,SELL,1688834641444
0.0001,30294.39,BUY,1688834702111
0.0001,30309.149999999998,BUY,1688834762916
0.0001,30322.86,SELL,1688834763281
0.0001,30312.16,BUY,1688834823802
0.0001,30295.010000000002,SELL,1688834884657
0.0001,30267.46,BUY,1688834885029
0.0001,30314.96,BUY,1688834945801
0.0001,30304.989999999998,BUY,1688835006645
0.0001,30280.76,SELL,1688835067376
0.0001,30278.79,BUY,1688835067749
0.0001,30288.17,BUY,1688835128329
0.0001,30322.66,SELL,1688835128567
0.0001,30284.989999999998,BUY,1688835189074
0.0001,30325.86,SELL,1688835189324
0.0001,30280.9,SELL,1688835250357
0.0001,30257.4,BUY,1688835250582
0.0001,30280.9,SELL,1688835311359
0.0001,30243.52,BUY,1688835311743
0.0001,30284.989999999998,BUY,1688835372484
0.0001,30311.01,SELL,1688835372975
0.0001,30279.989999999998,BUY,1688835433505
0.0001,30316.91,SELL,1688835433885
0.0001,30259.399999999998,SELL,1688835494570
0.0001,30263.62,BUY,1688835495064
0.0001,30269.989999999998,BUY,1688835555581
0.0001,30275.42,SELL,1688835555950
0.0001,30263.949999999997,SELL,1688835616548
0.0001,30264.989999999998,BUY,1688835677693
0.0001,30273.74,SELL,1688835678060
0.0001,30264.98,BUY,1688835738769
0.0001,30283.09,SELL,1688835739143
0.0001,30255.010000000002,SELL,1688835800046
0.0001,30260.01,SELL,1688835861110
0.0001,30226.53,BUY,1688835861485
0.0001,30274.679999999997,SELL,1688835922195
0.0001,30260.109999999997,SELL,1688835983403
0.0001,30229.92,BUY,1688835983909
0.0001,30260.02,SELL,1688836044610
0.0001,30194.51,BUY,1688836044990
0.0001,30260.02,SELL,1688836105814
0.0001,30190.96,BUY,1688836106202
0.0001,30260.02,SELL,1688836167041
0.0001,30251.55,BUY,1688836167524
0.0001,30260.189999999995,SELL,1688836228678
0.0001,30239.81,BUY,1688836229061
0.0001,30255.019999999997,SELL,1688836289941
0.0001,30235.41,BUY,1688836290434
0.0001,30260.17,SELL,1688836350871
0.0001,30136.04,BUY,1688836351248
0.0001,30284.989999999998,BUY,1688837015915
0.0001,30312.47,SELL,1688837016471
0.0001,30284.989999999998,BUY,1688837076956
0.0001,30310.49,SELL,1688837077319
0.0001,30319.989999999998,BUY,1688837741881
0.0001,30308.92,SELL,1688837742293
0.0001,30310.01,SELL,1688837802882
0.0001,30291.18,BUY,1688837803250
0.0001,30299.999999999996,SELL,1688837864088
0.0001,30294.05,BUY,1688837864444
0.0001,30319.989999999998,BUY,1688837924986
0.0001,30314.98,BUY,1688837985837
0.0001,30314.99,BUY,1688838046864
0.0001,30309.46,BUY,1688838107555
0.0001,30299.989999999998,BUY,1688838168691
0.0001,30266.34,SELL,1688838229658
0.0001,30265.5,BUY,1688838229901
0.0001,30294.94,BUY,1688838290359
0.0001,30282.63,SELL,1688838290868
0.0001,30294.97,BUY,1688838351284
0.0001,30289.95,BUY,1688838412240
0.0001,30289.87,BUY,1688838473120
0.0001,30289.969999999998,BUY,1688838534322
0.0001,30294.979999999996,BUY,1688838595573
0.0001,30289.99,BUY,1688838656268
0.0001,30270.299999999996,SELL,1688838717653
0.0001,30281.81,BUY,1688838718022
0.0001,30297.646,BUY,1688838778629
0.0001,30289.99,BUY,1688838839295
0.0001,30289.99,BUY,1688838899874
0.0001,30284.989999999998,BUY,1688838961160
0.0001,30286.496999999996,BUY,1688839022277
0.0001,30289.969999999998,BUY,1688839083686
0.0001,30270.78,SELL,1688839083933
0.0001,30270.64,SELL,1688839144529
0.0001,30245.84,BUY,1688839144883
0.0001,30270.64,SELL,1688839205679
0.0001,30205.94,BUY,1688839206037
0.0001,30256.829999999998,SELL,1688839266628
0.0001,30256.82,SELL,1688839327367
0.0001,30178.27,BUY,1688839327601
0.0001,30250.03,SELL,1688839388101
0.0001,30245.28,BUY,1688839388459
0.0001,30250.03,SELL,1688839448884
0.0001,30235.37,BUY,1688839449119
0.0001,30250.03,SELL,1688839509807
0.0001,30232.88,BUY,1688839510173
0.0001,30259.989999999998,BUY,1688839873186
0.0001,30230.29,SELL,1688839934202
0.0001,30231.21,BUY,1688839934702
0.0001,30227.44,SELL,1688839995395
0.0001,30206.61,BUY,1688839995750
0.0001,30227.119999999995,SELL,1688840056219
0.0001,30211.02,BUY,1688840056459
0.0001,30249.22,BUY,1688840117150
0.0001,30244.989999999998,BUY,1688840178396
0.0001,30239.989999999998,BUY,1688840239377
0.0001,30231.34,SELL,1688840239608
0.0001,30239.969999999998,BUY,1688840300330
0.0001,30218.8,SELL,1688840361519
0.0001,30208.29,BUY,1688840361890
0.0001,30219.37,SELL,1688840422744
0.0001,30229.68,BUY,1688840422981
0.0001,30239.98,BUY,1688840483637
0.0001,30215.179999999997,SELL,1688840544995
0.0001,30234.94,BUY,1688840606472
0.0001,30214.979999999996,SELL,1688840667436
0.0001,30234.98,BUY,1688840728726
0.0001,30216.829999999998,SELL,1688840789770
0.0001,30222.0,BUY,1688840790136
0.0001,30244.97,BUY,1688840851077
0.0001,30225.01,SELL,1688840912141
0.0001,30244.08,BUY,1688840912367
0.0001,30233.46,BUY,1688840973115
0.0001,30225.01,SELL,1688841034289
0.0001,30221.77,BUY,1688841034643
0.0001,30225.03,SELL,1688841095684
0.0001,30162.96,BUY,1688841096041
0.0001,30212.119999999995,BUY,1688842063211
0.0001,30212.34,BUY,1688842124381
0.0001,30217.109999999997,BUY,1688842185446
0.0001,30217.109999999997,BUY,1688842246365
0.0001,30215.0,BUY,1688842307240
0.0001,30214.989999999998,BUY,1688842368445
0.0001,30103.089999999997,SELL,1688844242493
0.0001,30091.8,BUY,1688844243074
0.0001,30104.739999999998,SELL,1688844303622
0.0001,30125.12,SELL,1688844365028
